TARGET_CLASS,attempt,criterion,Coverage,Total_Goals,BranchCoverage,LineCoverage,CBranchCoverage,Covered_Goals,Tests_Executed
edu.stanford.nlp.process.PTBTokenizer,5,BRANCH;LINE;CBRANCH,0.72552783109405,521,0.6879432624113475,0.7907949790794979,0.6524822695035462,378,68
edu.stanford.nlp.process.PTBTokenizer,2,BRANCH;LINE;CBRANCH,0.7120921305182342,521,0.6808510638297872,0.7698744769874477,0.6453900709219859,371,68
edu.stanford.nlp.process.PTBTokenizer,3,BRANCH;LINE;CBRANCH,0.21113243761996162,521,0.12056737588652482,0.3263598326359833,0.10638297872340426,110,3
edu.stanford.nlp.process.PTBTokenizer,4,BRANCH;LINE;CBRANCH,0.8061420345489443,521,0.7588652482269503,0.8828451882845189,0.723404255319149,420,83
edu.stanford.nlp.process.WordToSentenceProcessor,2,BRANCH;LINE;CBRANCH,0.8146341463414634,615,0.794392523364486,0.8609625668449198,0.794392523364486,501,82
edu.stanford.nlp.process.WordToSentenceProcessor,5,BRANCH;LINE;CBRANCH,0.8211382113821138,615,0.794392523364486,0.8823529411764706,0.794392523364486,505,79
edu.stanford.nlp.process.WordToSentenceProcessor,4,BRANCH;LINE;CBRANCH,0.848780487804878,615,0.822429906542056,0.9090909090909091,0.822429906542056,522,81
edu.stanford.nlp.process.WordToSentenceProcessor,3,BRANCH;LINE;CBRANCH,0.7853658536585366,615,0.7523364485981309,0.8609625668449198,0.7523364485981309,483,80
edu.stanford.nlp.process.WordToSentenceProcessor,1,BRANCH;LINE;CBRANCH,0.8357723577235773,615,0.8130841121495327,0.8877005347593583,0.8130841121495327,514,78
gate.corpora.CorpusImpl,1,BRANCH;LINE;CBRANCH,0.27920792079207923,505,0.25170068027210885,0.3175355450236967,0.25170068027210885,141,37
gate.corpora.CorpusImpl,5,BRANCH;LINE;CBRANCH,0.27920792079207923,505,0.25170068027210885,0.3175355450236967,0.25170068027210885,141,31
gate.corpora.CorpusImpl,2,BRANCH;LINE;CBRANCH,0.27920792079207923,505,0.25170068027210885,0.3175355450236967,0.25170068027210885,141,37
gate.corpora.CorpusImpl,3,BRANCH;LINE;CBRANCH,0.3069306930693069,505,0.2789115646258503,0.3459715639810427,0.2789115646258503,155,39
gate.corpora.CorpusImpl,4,BRANCH;LINE;CBRANCH,0.27920792079207923,505,0.25170068027210885,0.3175355450236967,0.25170068027210885,141,35
gate.corpora.DocumentImpl,1,BRANCH;LINE;CBRANCH,0.5186104218362283,2418,0.4776536312849162,0.5801217038539553,0.4748603351955307,1254,262
gate.corpora.DocumentImpl,2,BRANCH;LINE;CBRANCH,0.5492142266335814,2418,0.5069832402234636,0.6115618661257607,0.505586592178771,1328,258
gate.corpora.DocumentImpl,5,BRANCH;LINE;CBRANCH,0.5301902398676592,2418,0.49162011173184356,0.5862068965517241,0.49162011173184356,1282,256
gate.corpora.DocumentImpl,4,BRANCH;LINE;CBRANCH,0.5268817204301075,2418,0.4860335195530726,0.5872210953346856,0.48463687150837986,1274,261
gate.corpora.DocumentImpl,3,BRANCH;LINE;CBRANCH,0.5239867659222498,2418,0.48463687150837986,0.5831643002028397,0.4818435754189944,1267,240
gate.corpora.DocumentStaxUtils,2,BRANCH;LINE;CBRANCH,0.4610347085789129,1527,0.4505208333333333,0.4795783926218709,0.4348958333333333,704,160
gate.corpora.DocumentStaxUtils,5,BRANCH;LINE;CBRANCH,0.47085789129011135,1527,0.4609375,0.49670619235836627,0.4296875,719,155
gate.corpora.DocumentStaxUtils,4,BRANCH;LINE;CBRANCH,0.4747871643745907,1527,0.4713541666666667,0.48221343873517786,0.4635416666666667,725,168
gate.corpora.DocumentStaxUtils,3,BRANCH;LINE;CBRANCH,0.5147347740667977,1527,0.4973958333333333,0.541501976284585,0.4791666666666667,786,157
gate.corpora.DocumentStaxUtils,1,BRANCH;LINE;CBRANCH,0.5127701375245579,1527,0.5,0.5362318840579711,0.4791666666666667,783,180
gate.annotation.AnnotationSetImpl,5,BRANCH;LINE;CBRANCH,0.946271050521251,1247,0.9482758620689655,0.9437386569872959,0.9482758620689655,1180,287
gate.annotation.AnnotationSetImpl,2,BRANCH;LINE;CBRANCH,0.946271050521251,1247,0.9482758620689655,0.9437386569872959,0.9482758620689655,1180,287
gate.annotation.AnnotationSetImpl,3,BRANCH;LINE;CBRANCH,0.6134723336006416,1247,0.5862068965517241,0.6569872958257713,0.5718390804597702,765,273
gate.annotation.AnnotationSetImpl,4,BRANCH;LINE;CBRANCH,0.9486768243785084,1247,0.9511494252873564,0.9455535390199638,0.9511494252873564,1183,302
gate.annotation.AnnotationSetImpl,1,BRANCH;LINE;CBRANCH,0.9470729751403368,1247,0.9482758620689655,0.9455535390199638,0.9482758620689655,1181,300
gate.annotation.AnnotationImpl,1,BRANCH;LINE;CBRANCH,0.9823943661971831,568,0.9804878048780488,0.9873417721518988,0.9804878048780488,558,155
gate.annotation.AnnotationImpl,3,BRANCH;LINE;CBRANCH,0.9929577464788732,568,0.9902439024390244,1.0,0.9902439024390244,564,146
gate.annotation.AnnotationImpl,4,BRANCH;LINE;CBRANCH,0.9876760563380281,568,0.9853658536585366,0.9936708860759493,0.9853658536585366,561,136
gate.annotation.AnnotationImpl,5,BRANCH;LINE;CBRANCH,0.9859154929577465,568,0.9853658536585366,0.9873417721518988,0.9853658536585366,560,140
gate.annotation.AnnotationImpl,2,BRANCH;LINE;CBRANCH,0.9894366197183099,568,0.9853658536585366,1.0,0.9853658536585366,562,150
cc.mallet.types.SparseVector,1,BRANCH;LINE;CBRANCH,0.9566348655680833,1153,0.9488636363636364,0.9710467706013363,0.9460227272727273,1103,268
cc.mallet.types.AugmentableFeatureVector,3,BRANCH;LINE;CBRANCH,0.9793261868300153,1306,0.9707865168539326,0.9975961538461539,0.9707865168539326,1279,316
cc.mallet.types.AugmentableFeatureVector,5,BRANCH;LINE;CBRANCH,0.9785604900459418,1306,0.9707865168539326,0.9975961538461539,0.9685393258426966,1278,317
cc.mallet.types.AugmentableFeatureVector,2,BRANCH;LINE;CBRANCH,0.9793261868300153,1306,0.9707865168539326,0.9975961538461539,0.9707865168539326,1279,298
cc.mallet.types.AugmentableFeatureVector,1,BRANCH;LINE;CBRANCH,0.9793261868300153,1306,0.9707865168539326,0.9975961538461539,0.9707865168539326,1279,304
cc.mallet.classify.MaxEnt,3,BRANCH;LINE;CBRANCH,0.7112462006079028,329,0.686046511627907,0.7452229299363057,0.6744186046511628,234,96
cc.mallet.classify.MaxEnt,4,BRANCH;LINE;CBRANCH,0.7142857142857143,329,0.686046511627907,0.7452229299363057,0.686046511627907,235,104
cc.mallet.classify.MaxEnt,5,BRANCH;LINE;CBRANCH,0.7142857142857143,329,0.686046511627907,0.7452229299363057,0.686046511627907,235,104
cc.mallet.classify.MaxEnt,2,BRANCH;LINE;CBRANCH,0.7142857142857143,329,0.686046511627907,0.7452229299363057,0.686046511627907,235,89
cc.mallet.classify.MaxEnt,1,BRANCH;LINE;CBRANCH,0.6382978723404256,329,0.627906976744186,0.6878980891719745,0.5581395348837209,210,80
edu.illinois.cs.cogcomp.ner.NERAnnotator,4,BRANCH;LINE;CBRANCH,0.1242603550295858,338,0.10256410256410256,0.15384615384615385,0.07692307692307693,42,14
edu.illinois.cs.cogcomp.ner.NERAnnotator,3,BRANCH;LINE;CBRANCH,0.12721893491124261,338,0.11538461538461539,0.14835164835164835,0.08974358974358974,43,21
edu.illinois.cs.cogcomp.comma.datastructures.Comma,4,BRANCH;LINE;CBRANCH,0.3206997084548105,686,0.2903225806451613,0.35668789808917195,0.2903225806451613,220,125
edu.illinois.cs.cogcomp.comma.datastructures.Comma,3,BRANCH;LINE;CBRANCH,0.3848396501457726,686,0.34408602150537637,0.43312101910828027,0.34408602150537637,264,151
edu.illinois.cs.cogcomp.comma.datastructures.Comma,2,BRANCH;LINE;CBRANCH,0.40524781341107874,686,0.3763440860215054,0.4426751592356688,0.3709677419354839,278,141
edu.illinois.cs.cogcomp.comma.datastructures.Comma,5,BRANCH;LINE;CBRANCH,0.3877551020408163,686,0.3548387096774194,0.4299363057324841,0.34946236559139787,266,144
edu.illinois.cs.cogcomp.comma.datastructures.Comma,1,BRANCH;LINE;CBRANCH,0.39212827988338195,686,0.3548387096774194,0.43630573248407645,0.3548387096774194,269,145
opennlp.tools.ml.maxent.GISTrainer,4,BRANCH;LINE;CBRANCH,0.4282655246252677,467,0.4583333333333333,0.5462555066079295,0.175,200,31
opennlp.tools.ml.maxent.GISTrainer,3,BRANCH;LINE;CBRANCH,0.4197002141327623,467,0.44166666666666665,0.5374449339207048,0.175,196,32
opennlp.tools.ml.maxent.GISTrainer,2,BRANCH;LINE;CBRANCH,0.4197002141327623,467,0.44166666666666665,0.5374449339207048,0.175,196,33
opennlp.tools.ml.maxent.GISTrainer,5,BRANCH;LINE;CBRANCH,0.4197002141327623,467,0.44166666666666665,0.5374449339207048,0.175,196,29
opennlp.tools.ml.maxent.GISTrainer,1,BRANCH;LINE;CBRANCH,0.4089935760171306,467,0.4166666666666667,0.5286343612334802,0.175,191,29
opennlp.tools.stemmer.snowball.greekStemmer,3,BRANCH;LINE;CBRANCH,0.7406931964056482,1558,0.6457765667574932,0.8252427184466019,0.6457765667574932,1154,120
opennlp.tools.stemmer.snowball.greekStemmer,4,BRANCH;LINE;CBRANCH,0.7560975609756098,1558,0.662125340599455,0.8398058252427184,0.662125340599455,1178,152
opennlp.tools.stemmer.snowball.greekStemmer,5,BRANCH;LINE;CBRANCH,0.7432605905006419,1558,0.6457765667574932,0.8300970873786407,0.6457765667574932,1158,112
opennlp.tools.stemmer.snowball.greekStemmer,2,BRANCH;LINE;CBRANCH,0.7522464698331194,1558,0.662125340599455,0.8325242718446602,0.662125340599455,1172,120
opennlp.tools.stemmer.snowball.greekStemmer,1,BRANCH;LINE;CBRANCH,0.7528883183568678,1558,0.659400544959128,0.8361650485436893,0.659400544959128,1173,122
opennlp.tools.stemmer.snowball.arabicStemmer,1,BRANCH;LINE;CBRANCH,0.9297553275453828,1267,0.9173333333333333,0.9477756286266924,0.9173333333333333,1178,161
opennlp.tools.stemmer.snowball.arabicStemmer,2,BRANCH;LINE;CBRANCH,0.9297553275453828,1267,0.9173333333333333,0.9477756286266924,0.9173333333333333,1178,159
opennlp.tools.stemmer.snowball.arabicStemmer,5,BRANCH;LINE;CBRANCH,0.9297553275453828,1267,0.9173333333333333,0.9477756286266924,0.9173333333333333,1178,160
opennlp.tools.stemmer.snowball.arabicStemmer,4,BRANCH;LINE;CBRANCH,0.9297553275453828,1267,0.9173333333333333,0.9477756286266924,0.9173333333333333,1178,159
opennlp.tools.stemmer.snowball.arabicStemmer,3,BRANCH;LINE;CBRANCH,0.9297553275453828,1267,0.9173333333333333,0.9477756286266924,0.9173333333333333,1178,167
opennlp.tools.stemmer.snowball.SnowballProgram,5,BRANCH;LINE;CBRANCH,0.91792656587473,463,0.9349593495934959,0.8986175115207373,0.9349593495934959,425,115
opennlp.tools.stemmer.snowball.SnowballProgram,2,BRANCH;LINE;CBRANCH,0.9352051835853131,463,0.9512195121951219,0.9170506912442397,0.9512195121951219,433,134
opennlp.tools.stemmer.snowball.SnowballProgram,3,BRANCH;LINE;CBRANCH,0.9352051835853131,463,0.9512195121951219,0.9170506912442397,0.9512195121951219,433,119
opennlp.tools.stemmer.snowball.SnowballProgram,4,BRANCH;LINE;CBRANCH,0.9222462203023758,463,0.9349593495934959,0.9078341013824884,0.9349593495934959,427,119
opennlp.tools.stemmer.snowball.SnowballProgram,1,BRANCH;LINE;CBRANCH,0.9352051835853131,463,0.9512195121951219,0.9170506912442397,0.9512195121951219,433,117
opennlp.tools.stemmer.snowball.SnowballStemmer,1,BRANCH;LINE;CBRANCH,1.0,142,1.0,1.0,1.0,142,36
opennlp.tools.stemmer.snowball.SnowballStemmer,3,BRANCH;LINE;CBRANCH,1.0,142,1.0,1.0,1.0,142,33
opennlp.tools.stemmer.snowball.SnowballStemmer,4,BRANCH;LINE;CBRANCH,1.0,142,1.0,1.0,1.0,142,35
opennlp.tools.stemmer.snowball.SnowballStemmer,5,BRANCH;LINE;CBRANCH,1.0,142,1.0,1.0,1.0,142,38
opennlp.tools.stemmer.snowball.SnowballStemmer,2,BRANCH;LINE;CBRANCH,1.0,142,1.0,1.0,1.0,142,35
opennlp.tools.parser.Parse,1,BRANCH;LINE;CBRANCH,0.889564336372847,987,0.8920863309352518,0.9303944315545244,0.8237410071942446,878,252
opennlp.tools.parser.Parse,3,BRANCH;LINE;CBRANCH,0.8936170212765957,987,0.8992805755395683,0.9350348027842227,0.8237410071942446,882,259
opennlp.tools.parser.Parse,4,BRANCH;LINE;CBRANCH,0.8885511651469098,987,0.8920863309352518,0.9303944315545244,0.8201438848920863,877,248
opennlp.tools.parser.Parse,5,BRANCH;LINE;CBRANCH,0.8865248226950354,987,0.8884892086330936,0.9280742459396751,0.8201438848920863,875,272
opennlp.tools.parser.Parse,2,BRANCH;LINE;CBRANCH,0.8865248226950354,987,0.8884892086330936,0.9280742459396751,0.8201438848920863,875,243
opennlp.tools.ngram.NGramModel,3,BRANCH;LINE;CBRANCH,0.9740932642487047,193,0.9649122807017544,0.9873417721518988,0.9649122807017544,188,53
opennlp.tools.ngram.NGramModel,4,BRANCH;LINE;CBRANCH,0.9740932642487047,193,0.9649122807017544,0.9873417721518988,0.9649122807017544,188,55
opennlp.tools.ngram.NGramModel,5,BRANCH;LINE;CBRANCH,0.9740932642487047,193,0.9649122807017544,0.9873417721518988,0.9649122807017544,188,60
opennlp.tools.ngram.NGramModel,2,BRANCH;LINE;CBRANCH,0.9740932642487047,193,0.9649122807017544,0.9873417721518988,0.9649122807017544,188,53
opennlp.tools.ngram.NGramModel,1,BRANCH;LINE;CBRANCH,0.9740932642487047,193,0.9649122807017544,0.9873417721518988,0.9649122807017544,188,54
edu.stanford.nlp.pipeline.CleanXmlAnnotator,1,BRANCH;LINE;CBRANCH,0.30939226519337015,1086,0.78,0.85,0.0440251572327044,336,12
edu.stanford.nlp.pipeline.CleanXmlAnnotator,2,BRANCH;LINE;CBRANCH,0.30939226519337015,1086,0.78,0.85,0.0440251572327044,336,12
edu.stanford.nlp.pipeline.CleanXmlAnnotator,3,BRANCH;LINE;CBRANCH,0.30939226519337015,1086,0.78,0.85,0.0440251572327044,336,12
edu.stanford.nlp.pipeline.CleanXmlAnnotator,4,BRANCH;LINE;CBRANCH,0.30939226519337015,1086,0.77,0.85,0.0440251572327044,336,12
edu.stanford.nlp.pipeline.CleanXmlAnnotator,5,BRANCH;LINE;CBRANCH,0.30939226519337015,1086,0.81,0.88,0.0440251572327044,336,12
